refresh_schedule,strategy,train_months,period_count,rows,first_test_date,last_test_date,total_return,annual_return,annual_volatility,sharpe,max_drawdown,calmar,positive_day_rate,directional_accuracy,avg_exposure,avg_net_exposure,long_day_rate,short_day_rate,cash_day_rate,annual_turnover,total_transaction_cost,total_short_borrow_cost
biweekly,logistic_regression,36,202,1937,2018-10-16,2026-07-02,2.49790881534003,0.17692407008539424,0.1936155979103231,0.9372271992796032,-0.34225415491534583,0.516937683719735,0.5080020650490449,0.5162622612287042,0.9984512132163139,0.05678884873515746,0.5276200309757356,0.47083118224057824,0.0015487867836861124,100.30562725864739,0.0771,0.009047619047619047
monthly,logistic_regression,36,93,1937,2018-10-16,2026-07-02,-0.4963399097550144,-0.08536321738004682,0.1960726674476352,-0.3563247769575448,-0.6024985297198728,-0.14168203434411003,0.49561177077955604,0.49561177077955604,0.9989674754775426,0.05730511099638617,0.5281362932369644,0.47083118224057824,0.0010325245224574084,70.12287041817243,0.0539,0.009047619047619047
six_month,logistic_regression,36,16,1937,2018-10-16,2026-07-02,3.800601300436978,0.22640880866034818,0.19552676933644472,1.1414027937028834,-0.2516630474476682,0.8996505881835056,0.535880227155395,0.5394940629839958,1.0,0.2751677852348993,0.6375838926174496,0.3624161073825503,0.0,51.38874548270521,0.03950000000000001,0.0069642857142857145
biweekly,oos_buy_hold_SPY,36,202,1937,2018-10-16,2026-07-02,2.0141083178568437,0.15435038419403968,0.1958430249134778,0.8313169359614954,-0.3371726274233199,0.4577785135572495,0.5534331440371709,0.5534331440371709,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
monthly,oos_buy_hold_SPY,36,93,1937,2018-10-16,2026-07-02,2.0141083178568437,0.15435038419403968,0.1958430249134778,0.8313169359614954,-0.3371726274233199,0.4577785135572495,0.5534331440371709,0.5534331440371709,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
six_month,oos_buy_hold_SPY,36,16,1937,2018-10-16,2026-07-02,2.0141083178568437,0.15435038419403968,0.1958430249134778,0.8313169359614954,-0.3371726274233199,0.4577785135572495,0.5534331440371709,0.5534331440371709,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
