case,strategy,rows,total_return,annual_return,annual_volatility,sharpe,max_drawdown,calmar,positive_day_rate,directional_accuracy,avg_exposure,avg_net_exposure,long_day_rate,short_day_rate,cash_day_rate,annual_turnover,total_transaction_cost,total_short_borrow_cost
buy_hold,oos_buy_hold_SPY,1937,2.014108317856976,0.15435038419404612,0.19584302491347735,0.8313169359614907,-0.3371726274233192,0.4577785135572695,0.5534331440371709,0.5534331440371709,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
long_cash,logistic_regression,1937,3.274437947850984,0.20802564789760858,0.14141720076261852,1.4072199493924318,-0.1875523448942722,1.1091604747190853,0.36757872999483737,0.5394940629839958,0.642230252968508,0.642230252968508,0.642230252968508,0.0,0.357769747031492,26.409912235415593,0.0203,0.0
long_cash,ridge_classifier,1937,1.904650115857169,0.14880845229661777,0.13773287900050601,1.0761714801094715,-0.17707531237983065,0.8403681478614037,0.36861125451729476,0.5286525554981931,0.6551368094992256,0.6551368094992256,0.6551368094992256,0.0,0.3448631905007744,19.124419204956116,0.014700000000000001,0.0
long_cash,gradient_boosting,1937,1.1889594566477237,0.10729739235100655,0.16304848076332987,0.706557960101806,-0.23650506893549506,0.45367903882124017,0.38874548270521425,0.5240061951471348,0.7010841507485803,0.7010841507485803,0.7010841507485803,0.0,0.29891584925141973,51.38874548270521,0.0395,0.0
long_cash,random_forest,1937,0.7461028327498886,0.07520882623390546,0.15572489515457494,0.5436840417144742,-0.3276499023975703,0.22954020643243497,0.30098089829633456,0.49870934434692826,0.5508518327310273,0.5508518327310273,0.5508518327310273,0.0,0.44914816726897266,51.909137842023746,0.039900000000000005,0.0
long_short,logistic_regression,1937,4.229043819275951,0.24012472540663432,0.19546993363277412,1.1986250277440895,-0.25166304744766743,0.9541517034063872,0.537429013939081,0.5394940629839958,1.0,0.284460505937016,0.642230252968508,0.357769747031492,0.0,52.949922560660816,0.0407,0.006875
long_short,ridge_classifier,1937,1.3946215968162803,0.12030944046061509,0.1959163897212711,0.6776645971813509,-0.23286306655235622,0.5166531654927128,0.5265875064532782,0.5286525554981931,1.0,0.31027361899845124,0.6551368094992256,0.3448631905007744,0.0,38.37893649974187,0.029500000000000002,0.006626984126984127
long_short,gradient_boosting,1937,0.4429964795710246,0.04886624160673936,0.19604706563645094,0.3409307906857707,-0.32532213902077944,0.15020877999212376,0.5214248838409912,0.5240061951471348,1.0,0.40216830149716054,0.7010841507485803,0.29891584925141973,0.0,102.90758905524005,0.0791,0.005744047619047619
long_short,random_forest,1937,-0.10070280437223389,-0.013713929693133009,0.19612992500063392,0.02759801583922106,-0.4738358371420287,-0.0289423648828452,0.4971605575632421,0.49870934434692826,1.0,0.10170366546205473,0.5508518327310273,0.44914816726897266,0.0,103.68817759421786,0.07970000000000001,0.008630952380952382
