source_group,strategy,split_id,expected_test_rows,rows_available,missing_test_rows,test_start,test_end,total_return,annual_return,annual_volatility,sharpe,max_drawdown,calmar,positive_day_rate,avg_exposure,avg_net_exposure,long_day_rate,short_day_rate,cash_day_rate,annual_turnover,total_transaction_cost,total_short_borrow_cost
baseline_rules_rebuilt_1bp,baseline_reversion_20d,3,125,125,0,2019-10-16,2020-04-15,-0.1356319987356983,-0.2546083199435406,0.3986697749064546,-0.5353706611295387,-0.30458572840793896,-0.8359167754653875,0.128,0.28,0.28,0.28,0.0,0.72,14.112,0.0007000000000000001,
baseline_rules_rebuilt_1bp,baseline_reversion_20d,4,128,128,0,2020-04-16,2020-10-15,0.06193670021418329,0.12559376333194905,0.07832935377552562,1.5498760507622535,-0.035652874732444606,3.5226826525059143,0.1015625,0.15625,0.15625,0.15625,0.0,0.84375,19.6875,0.001,
baseline_rules_rebuilt_1bp,baseline_reversion_20d,5,124,124,0,2020-10-16,2021-04-15,0.0978041515590673,0.20880707014786615,0.05675728213482792,3.370541638217068,-0.010424799945106145,20.02983954103496,0.07258064516129033,0.08870967741935484,0.08870967741935484,0.08870967741935484,0.0,0.9112903225806451,16.258064516129032,0.0008,
baseline_rules_rebuilt_1bp,baseline_reversion_20d,6,128,128,0,2021-04-16,2021-10-15,0.0846691107759816,0.17352272819044345,0.06807821740836772,2.385129478810629,-0.034398725629332216,5.044452229430223,0.1328125,0.203125,0.203125,0.203125,0.0,0.796875,23.625,0.0012000000000000001,
baseline_rules_rebuilt_1bp,baseline_reversion_20d,7,125,125,0,2021-10-18,2022-04-14,0.032951624523177125,0.06754267687320947,0.1502832386861832,0.510021395206629,-0.08809361376444458,0.7667147933539575,0.224,0.448,0.448,0.448,0.0,0.552,30.24,0.0015,
baseline_rules_rebuilt_1bp,baseline_reversion_20d,8,126,126,0,2022-04-18,2022-10-14,-0.1545349535514634,-0.2851888552337739,0.23501601827414273,-1.3095430191537656,-0.19123835971618408,-1.4912743220398945,0.30158730158730157,0.6904761904761905,0.6904761904761905,0.6904761904761905,0.0,0.30952380952380953,16.0,0.0008,
baseline_rules_rebuilt_1bp,baseline_reversion_20d,9,124,124,0,2022-10-17,2023-04-14,0.09148934517663587,0.19471808182451777,0.10762157768305879,1.7073061028745884,-0.047246942640887024,4.121284276625568,0.20967741935483872,0.3790322580645161,0.3790322580645161,0.3790322580645161,0.0,0.6209677419354839,26.41935483870968,0.0013,
baseline_rules_rebuilt_1bp,baseline_reversion_20d,10,126,126,0,2023-04-17,2023-10-13,0.040275210023277275,0.08217251258897362,0.07155029633748732,1.1396150543159431,-0.02637742577966906,3.115258982258601,0.19047619047619047,0.3412698412698413,0.3412698412698413,0.3412698412698413,0.0,0.6587301587301587,22.0,0.0011,
baseline_rules_rebuilt_1bp,baseline_reversion_20d,11,125,125,0,2023-10-16,2024-04-15,-0.019308521731824402,-0.038544204929766734,0.058789863604872004,-0.6391436832597936,-0.05811659240871958,-0.663222039218936,0.048,0.128,0.128,0.128,0.0,0.872,8.064,0.0004,
baseline_rules_rebuilt_1bp,baseline_reversion_20d,12,127,127,0,2024-04-16,2024-10-15,0.06934678896463864,0.14229579791783387,0.08799822784291317,1.5562888359726355,-0.04739218645001653,3.0025159963427734,0.14960629921259844,0.23622047244094488,0.23622047244094488,0.23622047244094488,0.0,0.7637795275590551,13.88976377952756,0.0007000000000000001,
baseline_rules_rebuilt_1bp,baseline_reversion_20d,13,124,124,0,2024-10-16,2025-04-15,-0.08848632899390729,-0.17162227627044613,0.2278453157245302,-0.71407068918896,-0.1701274642277042,-1.0087864240469795,0.22580645161290322,0.4596774193548387,0.4596774193548387,0.4596774193548387,0.0,0.5403225806451613,18.290322580645164,0.0009,
baseline_rules_rebuilt_1bp,baseline_reversion_20d,14,126,126,0,2025-04-16,2025-10-15,0.08707064057480784,0.1817225775997231,0.06976142502964124,2.428956469163782,-0.02380276591259234,7.6345151763890895,0.07142857142857142,0.07936507936507936,0.07936507936507936,0.07936507936507936,0.0,0.9206349206349206,14.0,0.0007000000000000001,
baseline_rules_rebuilt_1bp,baseline_reversion_20d,15,124,124,0,2025-10-16,2026-04-15,0.03012328721531632,0.0621703910485254,0.10444754086095816,0.6296080661556127,-0.08577380838039039,0.7248178928095583,0.23387096774193547,0.4032258064516129,0.4032258064516129,0.4032258064516129,0.0,0.5967741935483871,28.451612903225804,0.0014000000000000002,
baseline_rules_rebuilt_1bp,baseline_reversion_20d,16,54,49,5,2026-04-16,2026-06-25,0.017408272877432074,0.0928160771870743,0.0691252499949712,1.3186682722994978,-0.015865562508027176,5.850159875523735,0.08163265306122448,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.8571428571428571,15.428571428571429,0.00030000000000000003,
baseline_rules_rebuilt_1bp,baseline_reversion_5d,1,124,124,0,2018-10-16,2019-04-15,-0.028092627704930484,-0.05626392774458844,0.1484596520710119,-0.31619186618686124,-0.1301576041382444,-0.4322753796607134,0.1774193548387097,0.3790322580645161,0.3790322580645161,0.3790322580645161,0.0,0.6209677419354839,34.54838709677419,0.0017000000000000001,
baseline_rules_rebuilt_1bp,baseline_reversion_5d,2,127,127,0,2019-04-16,2019-10-15,0.003405874648867213,0.006769440679347705,0.11046402728165826,0.1164926632466913,-0.052249505546995256,0.1295598993421862,0.2283464566929134,0.4409448818897638,0.4409448818897638,0.4409448818897638,0.0,0.5590551181102362,43.653543307086615,0.0022,
