refresh_schedule,model,period_id,test_start,test_end,days,spy_return,our_return,our_minus_spy,spy_max_drawdown,our_max_drawdown,long_days,short_days,cash_days,turnover,transaction_cost,short_borrow_cost,winner
biweekly,logistic_regression,117,2023-03-28,2023-04-10,9,0.035692568390281565,0.01655023593839733,-0.019142332451884236,-0.00815202947747129,-0.017691544476047483,5,4,0,6.0,0.0006000000000000001,3.968253968253968e-05,SPY
biweekly,logistic_regression,118,2023-04-11,2023-04-24,10,-0.008883991750396003,-0.01176513942581825,-0.0028811476754222465,-0.019627704352363273,-0.02271322862974645,8,2,0,6.0,0.0006000000000000001,1.984126984126984e-05,SPY
biweekly,logistic_regression,119,2023-04-25,2023-05-08,10,0.011943356513810954,-0.0035957041006411394,-0.015539060614452094,-0.02596593896857735,-0.032737144314032074,8,2,0,4.0,0.0004,1.984126984126984e-05,SPY
biweekly,logistic_regression,120,2023-05-09,2023-05-22,10,0.00769004960658437,0.004002495127382044,-0.0036875544792023263,-0.012260396688979935,-0.012260396688980046,7,3,0,4.0,0.0004,2.9761904761904762e-05,SPY
biweekly,logistic_regression,121,2023-05-23,2023-06-05,9,0.03366392083958969,-0.03345928022866873,-0.06712320106825842,-0.005545263288205038,-0.0402114658234658,0,9,0,2.0,0.0002,8.928571428571429e-05,SPY
biweekly,logistic_regression,122,2023-06-06,2023-06-16,9,0.025171071937903022,-0.021880634451857395,-0.04705170638976042,-0.008576801502581666,-0.03354533092341494,1,8,0,4.0,0.0004,7.936507936507937e-05,SPY
biweekly,logistic_regression,123,2023-06-20,2023-07-03,10,0.013609923209464414,-0.01726637686464716,-0.030876300074111573,-0.01161485134647755,-0.028145753950451713,2,8,0,4.0,0.0004,7.936507936507937e-05,SPY
biweekly,logistic_regression,124,2023-07-05,2023-07-17,9,0.0249589445659959,0.035238689067056184,0.010279744501060284,-0.0025248080420355867,-0.005458458485791073,7,2,0,6.0,0.0006000000000000001,1.984126984126984e-05,our_model
biweekly,logistic_regression,125,2023-07-18,2023-07-31,10,0.005041928659764272,0.013808328936691483,0.008766400276927211,-0.006634494192364393,-0.009596459054293072,6,4,0,10.0,0.001,3.968253968253968e-05,our_model
biweekly,logistic_regression,126,2023-08-01,2023-08-14,10,-0.029771299395383477,0.01620314114732202,0.0459744405427055,-0.017350208057152594,-0.011648832108919538,7,3,0,6.0,0.0006000000000000001,2.9761904761904762e-05,our_model
biweekly,logistic_regression,127,2023-08-15,2023-08-28,10,0.014156912901233998,-0.03578899217773435,-0.049945905078968345,-0.013859215062759445,-0.0286610843468591,5,5,0,2.0,0.0002,4.96031746031746e-05,SPY
biweekly,logistic_regression,128,2023-08-29,2023-09-11,9,-0.007057505790806662,0.006845132266701359,0.013902638057508021,-0.014051784334955797,-0.008092628319035677,0,9,0,0.0,0.0,8.928571428571429e-05,our_model
biweekly,logistic_regression,129,2023-09-12,2023-09-25,10,-0.04172245482925607,0.021628418453613074,0.06335087328286915,-0.05102082300843769,-0.023270831201390063,4,6,0,12.0,0.0012000000000000001,5.9523809523809524e-05,our_model
biweekly,logistic_regression,130,2023-09-26,2023-10-09,10,0.020334381914808075,-0.020498065885314443,-0.04083244780012252,-0.016172132868938482,-0.030104632068117976,0,10,0,0.0,0.0,9.92063492063492e-05,SPY
biweekly,logistic_regression,131,2023-10-10,2023-10-23,10,-0.025107024604490213,0.02498042734548722,0.050087451949977435,-0.03634955404251217,-0.010531416005778782,0,10,0,0.0,0.0,9.92063492063492e-05,our_model
biweekly,logistic_regression,132,2023-10-24,2023-11-06,10,0.03139532232468323,-0.008170411347494855,-0.03956573367217808,-0.016452924077691944,-0.028328774615777208,6,3,1,6.0,0.0006000000000000001,2.9761904761904762e-05,SPY
biweekly,logistic_regression,133,2023-11-07,2023-11-20,10,0.037397281393030335,0.037397281393030335,0.0,-0.007798757139632073,-0.007798757139632073,10,0,0,0.0,0.0,0.0,SPY
biweekly,logistic_regression,134,2023-11-21,2023-12-04,9,0.0073465870515969645,0.0073465870515969645,0.0,-0.005445437098429151,-0.005445437098429151,9,0,0,0.0,0.0,0.0,SPY
biweekly,logistic_regression,135,2023-12-05,2023-12-18,10,0.04416385466606565,0.04416385466606565,0.0,-0.0016465287174174392,-0.0016465287174174392,10,0,0,0.0,0.0,0.0,SPY
biweekly,logistic_regression,136,2023-12-19,2023-12-29,8,-0.004612113635922843,-0.004612113635922843,0.0,-0.0084751027615938,-0.0084751027615938,8,0,0,0.0,0.0,0.0,SPY
biweekly,logistic_regression,137,2024-01-02,2024-01-12,9,0.004823848995560542,0.0016255169286520932,-0.003198332066908449,-0.0036711752397221575,-0.009784093936108018,4,5,0,8.0,0.0008,4.96031746031746e-05,SPY
biweekly,logistic_regression,138,2024-01-16,2024-01-29,10,0.0336051030851503,-0.009018881390179811,-0.04262398447533011,-0.00127039862340117,-0.02620486883352713,5,5,0,4.0,0.0004,4.96031746031746e-05,SPY
biweekly,logistic_regression,139,2024-01-30,2024-02-12,10,0.00649827646805079,0.00649827646805079,0.0,-0.01420602289756634,-0.01420602289756634,10,0,0,0.0,0.0,0.0,SPY
biweekly,logistic_regression,140,2024-02-13,2024-02-26,9,0.026007903453282966,-0.0014863794394438523,-0.027494282892726818,-0.010458125476964897,-0.02737937256092471,5,4,0,12.0,0.0012000000000000001,3.968253968253968e-05,SPY
biweekly,logistic_regression,141,2024-02-27,2024-03-11,10,0.01943068170211193,5.493734167383302e-05,-0.019375744360438096,-0.011055810839970093,-0.02074404644947181,9,1,0,4.0,0.0004,9.92063492063492e-06,SPY
biweekly,logistic_regression,142,2024-03-12,2024-03-25,10,0.00704740477015231,-0.03200365934042049,-0.0390510641105728,-0.0088299541505793,-0.03472636845058441,4,6,0,6.0,0.0006000000000000001,5.9523809523809524e-05,SPY
biweekly,logistic_regression,143,2024-03-26,2024-04-08,9,0.0009831572922998078,-0.0014460482125900898,-0.0024292055048898975,-0.01930547958360107,-0.012174034981109916,0,9,0,0.0,0.0,8.928571428571429e-05,SPY
biweekly,logistic_regression,144,2024-04-09,2024-04-22,10,-0.02632297744260359,0.02606133829680335,0.05238431573940694,-0.04409253988058748,-0.020986059349027197,0,10,0,0.0,0.0,9.92063492063492e-05,our_model
biweekly,logistic_regression,145,2024-04-23,2024-05-06,10,0.022723317196722492,0.022518675399563426,-0.00020464179715906639,-0.019037000119756953,-0.019037000119756953,10,0,0,2.0,0.0002,0.0,SPY
biweekly,logistic_regression,146,2024-05-07,2024-05-20,10,0.02749754432100615,0.01809183848294449,-0.009405705838061662,-0.0020574030719895386,-0.005064076547174778,5,5,0,6.0,0.0006000000000000001,4.96031746031746e-05,SPY
biweekly,logistic_regression,147,2024-05-21,2024-06-03,9,-0.00558974822363123,-0.012899140462477865,-0.007309392238846635,-0.013627100878238374,-0.011563611744664137,6,3,0,10.0,0.001,2.9761904761904762e-05,SPY
biweekly,logistic_regression,148,2024-06-04,2024-06-17,10,0.03803995876029842,0.020707885822930594,-0.017332072937367826,-0.0012342422505225992,-0.008423030021056266,9,1,0,4.0,0.0004,9.92063492063492e-06,SPY
biweekly,logistic_regression,149,2024-06-18,2024-07-01,9,0.004177290933176758,0.004177290933176758,0.0,-0.004586989332319047,-0.004586989332319047,9,0,0,0.0,0.0,0.0,SPY
biweekly,logistic_regression,150,2024-07-02,2024-07-15,9,0.028870163415997796,0.02607727987589059,-0.002792883540107205,-0.008622675948070313,-0.008622675948070313,8,1,0,4.0,0.0004,9.92063492063492e-06,SPY
biweekly,logistic_regression,151,2024-07-16,2024-07-29,10,-0.040470245365317736,-0.040470245365317736,0.0,-0.03327113447641139,-0.03327113447641139,10,0,0,0.0,0.0,0.0,SPY
biweekly,logistic_regression,152,2024-07-30,2024-08-12,10,7.377721471457654e-05,0.09521351524740673,0.09513973803269216,-0.06069247253672161,-0.0066839251170162095,6,4,0,4.0,0.0004,3.968253968253968e-05,our_model
biweekly,logistic_regression,153,2024-08-13,2024-08-26,10,0.036012382130863774,0.028492235878172956,-0.007520146252690818,-0.00784851342649362,-0.013272526618083202,9,1,0,4.0,0.0004,9.92063492063492e-06,SPY
biweekly,logistic_regression,154,2024-08-27,2024-09-09,9,-0.022740313092363795,0.02207852984965597,0.044818842942019765,-0.04137098793505534,-0.01941808443757531,7,2,0,4.0,0.0004,1.984126984126984e-05,our_model
biweekly,logistic_regression,155,2024-09-10,2024-09-23,10,0.04421069145907586,-0.027250439468920917,-0.07146113092799677,-0.002965714357998972,-0.024977164391783435,1,9,0,6.0,0.0006000000000000001,8.928571428571429e-05,SPY
biweekly,logistic_regression,156,2024-09-24,2024-10-07,10,0.0032733074328241685,-0.0034916725471676457,-0.006764979979991814,-0.01038761819100642,-0.009615227111061664,3,7,0,4.0,0.0004,6.944444444444444e-05,SPY
biweekly,logistic_regression,157,2024-10-08,2024-10-21,10,0.017708303334624587,-0.01774423247141199,-0.03545253580603658,-0.007769603150609483,-0.01472436316658865,0,10,0,0.0,0.0,9.92063492063492e-05,SPY
biweekly,logistic_regression,158,2024-10-22,2024-11-04,10,-0.011348641760528744,0.03417366173171166,0.0455223034922404,-0.022569096659036614,-0.00657455137398455,4,6,0,6.0,0.0006000000000000001,5.9523809523809524e-05,our_model
biweekly,logistic_regression,159,2024-11-05,2024-11-18,10,0.023582333814623047,-0.03113787517187383,-0.05472020898649688,-0.021728227637631492,-0.021250667148095426,6,4,0,8.0,0.0008,3.968253968253968e-05,SPY
biweekly,logistic_regression,160,2024-11-19,2024-12-02,9,0.023056114347555612,0.016996644655498327,-0.006059469692057284,-0.003029985008740077,-0.005431301861632543,6,3,0,6.0,0.0006000000000000001,2.9761904761904762e-05,SPY
biweekly,logistic_regression,161,2024-12-03,2024-12-16,10,0.0006291714842985296,0.006538452861149402,0.005909281376850872,-0.008242755461163598,-0.005350132958638065,8,2,0,6.0,0.0006000000000000001,1.984126984126984e-05,our_model
biweekly,logistic_regression,162,2024-12-17,2024-12-30,9,-0.026870067072862658,0.03250013005522012,0.05937019712808278,-0.025376494744295708,-0.025376494744295597,8,1,0,4.0,0.0004,9.92063492063492e-06,our_model
biweekly,logistic_regression,163,2024-12-31,2025-01-13,8,-0.006637422406549187,-0.006637422406549187,0.0,-0.02497665324045517,-0.02497665324045517,8,0,0,0.0,0.0,0.0,SPY
biweekly,logistic_regression,164,2025-01-14,2025-01-27,9,0.038355091052501455,-0.002337395146904231,-0.040692486199405686,-0.01702342895174125,-0.03684730340520781,6,3,0,6.0,0.0006000000000000001,2.9761904761904762e-05,SPY
biweekly,logistic_regression,165,2025-01-28,2025-02-10,10,0.001306770447003558,-0.010551496633903201,-0.01185826708090676,-0.012015649710146237,-0.023610815120446715,7,3,0,10.0,0.001,2.9761904761904762e-05,SPY
biweekly,logistic_regression,166,2025-02-11,2025-02-24,9,-0.018288140307464285,-0.018288140307464285,0.0,-0.030492898110109357,-0.030492898110109357,9,0,0,0.0,0.0,0.0,SPY
biweekly,logistic_regression,167,2025-02-25,2025-03-10,10,-0.06448559018168742,-0.013686555611911344,0.05079903456977608,-0.06495759730671002,-0.036717188476625084,9,1,0,4.0,0.0004,9.92063492063492e-06,our_model
biweekly,logistic_regression,168,2025-03-11,2025-03-24,10,0.03826290178056935,-0.004348431107122019,-0.04261133288769137,-0.013330436330021067,-0.03920101197371828,3,7,0,6.0,0.0006000000000000001,6.944444444444444e-05,SPY
biweekly,logistic_regression,169,2025-03-25,2025-04-07,10,-0.13724680366652287,-0.13742143916277283,-0.0001746354962499641,-0.12682251875054895,-0.12682251875054906,10,0,0,2.0,0.0002,0.0,SPY
biweekly,logistic_regression,170,2025-04-08,2025-04-21,9,0.061976155997303106,0.14481232739241645,0.08283617139511334,-0.06332243893193523,-0.02739086459560025,1,8,0,2.0,0.0002,7.936507936507937e-05,our_model
biweekly,logistic_regression,171,2025-04-22,2025-05-05,10,0.05983897376708791,-0.014593217017956461,-0.07443219078504437,-0.01404461282632663,-0.04295251524648258,2,8,0,8.0,0.0008,7.936507936507937e-05,SPY
biweekly,logistic_regression,172,2025-05-06,2025-05-19,10,0.06093389971176366,0.038161072256769124,-0.022772827454994538,-0.003362361425499838,-0.008999129614615353,8,2,0,6.0,0.0006000000000000001,1.984126984126984e-05,SPY
biweekly,logistic_regression,173,2025-05-20,2025-06-02,9,0.005465370846553297,0.005465370846553297,0.0,-0.006825745833528796,-0.006825745833528796,9,0,0,0.0,0.0,0.0,SPY
biweekly,logistic_regression,174,2025-06-03,2025-06-16,10,0.0024156771371968144,0.0002527047791647252,-0.002162972358032089,-0.011180059785133034,-0.020795503567167972,8,2,0,2.0,0.0002,1.984126984126984e-05,SPY
biweekly,logistic_regression,175,2025-06-17,2025-06-30,9,0.03672779610331567,0.027393022960744196,-0.009334773142571473,-0.002348474253184407,-0.004991099483887096,6,3,0,4.0,0.0004,2.9761904761904762e-05,SPY
biweekly,logistic_regression,176,2025-07-01,2025-07-14,9,0.007269390895642047,-0.002562002401863772,-0.00983139329750582,-0.007995625508040782,-0.01568147612549864,3,6,0,12.0,0.0012000000000000001,5.9523809523809524e-05,SPY
biweekly,logistic_regression,177,2025-07-15,2025-07-28,10,0.02108856317691199,-0.006743019583414944,-0.027831582760326934,-0.0028880684589236427,-0.01089610060134405,4,6,0,6.0,0.0006000000000000001,5.9523809523809524e-05,SPY
biweekly,logistic_regression,178,2025-07-29,2025-08-11,10,0.011695992214523443,0.011695992214523443,0.0,-0.020080098627818677,-0.020080098627818677,10,0,0,0.0,0.0,0.0,SPY
biweekly,logistic_regression,179,2025-08-12,2025-08-25,10,0.003843126244546413,0.0023814280843785784,-0.0014616981601678347,-0.01457478954287883,-0.015366656576741744,1,9,0,2.0,0.0002,8.928571428571429e-05,SPY
biweekly,logistic_regression,180,2025-08-26,2025-09-08,9,0.008013707448551566,-0.008264001859960901,-0.016277709308512467,-0.013329794393760586,-0.0156353081757602,0,9,0,0.0,0.0,8.928571428571429e-05,SPY
biweekly,logistic_regression,181,2025-09-09,2025-09-22,10,0.02263271451089377,0.011851725525366508,-0.010780988985527262,-0.005443470649980964,-0.008136238517193584,8,2,0,6.0,0.0006000000000000001,1.984126984126984e-05,SPY
biweekly,logistic_regression,182,2025-09-23,2025-10-06,10,0.008911035330688932,0.006622082563403353,-0.002288952767285579,-0.004613467564511753,-0.004948087855783823,6,4,0,2.0,0.0002,3.968253968253968e-05,SPY
biweekly,logistic_regression,183,2025-10-07,2025-10-20,10,0.0032430522381483584,0.05226805043911664,0.049024998200968284,-0.02984653787017777,-0.006810319600221937,7,3,0,2.0,0.0002,2.9761904761904762e-05,our_model
biweekly,logistic_regression,184,2025-10-21,2025-11-03,10,0.005884190225506014,0.005884190225506014,0.0,-0.01767565151272743,-0.01767565151272743,10,0,0,0.0,0.0,0.0,SPY
biweekly,logistic_regression,185,2025-11-04,2025-11-17,10,-0.02245122868391014,-0.02245122868391014,0.0,-0.03409527976003257,-0.03409527976003257,10,0,0,0.0,0.0,0.0,SPY
biweekly,logistic_regression,186,2025-11-18,2025-12-01,9,0.032496050676643184,0.032496050676643184,0.0,-0.015242227316648038,-0.015242227316648038,9,0,0,0.0,0.0,0.0,SPY
biweekly,logistic_regression,187,2025-12-02,2025-12-15,10,-0.0039029523577587266,0.001689946852481583,0.00559289921024031,-0.014945463631020561,-0.014945463631020561,9,1,0,4.0,0.0004,9.92063492063492e-06,our_model
biweekly,logistic_regression,188,2025-12-16,2025-12-29,9,0.014980853421934892,0.008249171428599045,-0.006731681993335847,-0.004881351135810452,-0.00829105496217264,4,5,0,2.0,0.0002,4.96031746031746e-05,SPY
biweekly,logistic_regression,189,2025-12-30,2026-01-12,9,0.009839707529273767,-0.010028955496127478,-0.019868663025401245,-0.0033246123310797238,-0.01925125770948488,0,9,0,0.0,0.0,8.928571428571429e-05,SPY
biweekly,logistic_regression,190,2026-01-13,2026-01-26,9,0.0024791624674385115,-0.005262680230393557,-0.007741842697832069,-0.021177648132294946,-0.02599722914075442,1,8,0,4.0,0.0004,7.936507936507937e-05,SPY
biweekly,logistic_regression,191,2026-01-27,2026-02-09,10,-0.004845486486066974,-0.005044537426149076,-0.00019905094008210167,-0.025595994752209195,-0.025595994752209195,10,0,0,2.0,0.0002,0.0,SPY
biweekly,logistic_regression,192,2026-02-10,2026-02-23,9,-0.006891908065338681,0.02070298840951823,0.02759489647485691,-0.01544885969788623,-0.011971712833915182,1,8,0,4.0,0.0004,7.936507936507937e-05,our_model
biweekly,logistic_regression,193,2026-02-24,2026-03-09,10,-0.014795914769232033,-0.014795914769232033,0.0,-0.02996466970364453,-0.02996466970364453,10,0,0,0.0,0.0,0.0,SPY
biweekly,logistic_regression,194,2026-03-10,2026-03-23,10,-0.0328068358621626,0.03267839887866297,0.06548523474082557,-0.03842615252646542,-0.012800353414067045,0,10,0,2.0,0.0002,9.92063492063492e-05,our_model
biweekly,logistic_regression,195,2026-03-24,2026-04-06,9,0.009246967595329503,-0.050723421733466334,-0.05997038932879584,-0.03783378794572534,-0.06213402212550012,2,7,0,4.0,0.0004,6.944444444444444e-05,SPY
biweekly,logistic_regression,196,2026-04-07,2026-04-20,10,0.06805025496370232,0.06784195035536755,-0.00020830460833476394,-0.008533535912035428,-0.008533535912035428,10,0,0,2.0,0.0002,0.0,SPY
biweekly,logistic_regression,197,2026-04-21,2026-05-04,10,0.027965571021393076,0.027965571021393076,0.0,-0.005019749750924785,-0.005019749750924785,10,0,0,0.0,0.0,0.0,SPY
biweekly,logistic_regression,198,2026-05-05,2026-05-18,10,0.013761250317789742,0.013761250317789742,0.0,-0.019300423939144218,-0.019300423939144218,10,0,0,0.0,0.0,0.0,SPY
biweekly,logistic_regression,199,2026-05-19,2026-06-01,9,0.03521734046717806,0.019313568504162326,-0.015903771963015734,-0.0001732421647460125,-0.00556297500246794,6,3,0,8.0,0.0008,2.9761904761904762e-05,SPY
biweekly,logistic_regression,200,2026-06-02,2026-06-15,10,-0.01216476485555229,-0.01216476485555229,0.0,-0.04181804999867034,-0.04181804999867034,10,0,0,0.0,0.0,0.0,SPY
biweekly,logistic_regression,201,2026-06-16,2026-06-29,9,-0.0021805901865447064,-0.0021805901865447064,0.0,-0.02376998718714507,-0.02376998718714507,9,0,0,0.0,0.0,0.0,SPY
biweekly,logistic_regression,202,2026-06-30,2026-07-02,3,0.0065615427116128,0.011521372947365327,0.004959830235752527,-0.001314069480687241,0.0,1,2,0,4.0,0.0004,1.984126984126984e-05,our_model
monthly,logistic_regression,1,2018-10-16,2018-11-15,23,-0.023787445878731495,0.04626078028483582,0.07004822616356732,-0.059154993854353966,-0.062044709377548246,2,21,0,9.0,0.0009000000000000001,0.00020833333333333327,our_model
monthly,logistic_regression,2,2018-11-16,2018-12-14,19,-0.06711000944665868,0.036561158873133826,0.1036711683197925,-0.08571445068944661,-0.05528637027797678,13,6,0,14.0,0.0014000000000000002,5.9523809523809524e-05,our_model
monthly,logistic_regression,3,2018-12-17,2019-01-15,20,0.02797639739217317,0.02797639739217317,0.0,-0.07594325158686932,-0.07594325158686932,20,0,0,0.0,0.0,0.0,SPY
monthly,logistic_regression,4,2019-01-16,2019-02-15,22,0.06464067042941357,-0.06237290773358528,-0.12701357816299885,-0.013510609566876108,-0.055006055253479125,0,22,0,2.0,0.0002,0.00021825396825396817,SPY
monthly,logistic_regression,5,2019-02-19,2019-03-15,19,0.02059951534596638,-0.015059105827905483,-0.03565862117387186,-0.02125407962612691,-0.024999679568369237,6,13,0,8.0,0.0008,0.00012896825396825395,SPY
monthly,logistic_regression,6,2019-03-18,2019-04-15,21,0.02773364274472767,-0.028067055446316713,-0.055800698191044384,-0.01998396201460717,-0.03885740876182153,0,21,0,0.0,0.0,0.00020833333333333327,SPY
monthly,logistic_regression,7,2019-04-16,2019-05-15,21,-0.008477957929766244,-0.008676748733822404,-0.00019879080405615923,-0.04479170071891769,-0.044791700718917915,21,0,0,2.0,0.0002,0.0,SPY
monthly,logistic_regression,8,2019-05-16,2019-06-14,21,0.00580485574512557,0.00580485574512557,0.0,-0.04167411522930364,-0.04167411522930364,21,0,0,0.0,0.0,0.0,SPY
monthly,logistic_regression,9,2019-06-17,2019-07-15,20,0.04101322114340755,-0.026994305031676435,-0.06800752617508399,-0.013443354611986424,-0.024727279407870673,4,16,0,14.0,0.0014000000000000002,0.00015873015873015868,SPY
monthly,logistic_regression,10,2019-07-16,2019-08-15,23,-0.03645995879703201,-0.038315888878290294,-0.0018559300812582835,-0.06023014707042662,-0.0631773855391119,16,7,0,2.0,0.0002,6.944444444444444e-05,SPY
monthly,logistic_regression,11,2019-08-16,2019-09-13,20,0.03915507464347456,0.03915507464347456,0.0,-0.025986902820108626,-0.025986902820108626,20,0,0,0.0,0.0,0.0,SPY
monthly,logistic_regression,12,2019-09-16,2019-10-15,22,-0.0012726752281903009,0.0274501786596002,0.0287228538877905,-0.03888984180623989,-0.036135240256225054,9,13,0,10.0,0.001,0.00012896825396825395,our_model
monthly,logistic_regression,13,2019-10-16,2019-11-15,23,0.04564310393582138,-0.006810332003721942,-0.052453435939543325,-0.004377113461400128,-0.019245909514533754,7,16,0,8.0,0.0008,0.00015873015873015868,SPY
monthly,logistic_regression,14,2019-11-18,2019-12-13,19,0.02397341735872449,-0.012737196790692296,-0.03671061414941679,-0.01879679402444201,-0.03038890485143586,9,10,0,6.0,0.0006000000000000001,9.92063492063492e-05,SPY
monthly,logistic_regression,15,2019-12-16,2020-01-15,21,0.04083536499068363,-0.02583626091140523,-0.06667162590208886,-0.007571857050165387,-0.03021965756016043,3,16,2,2.0,0.0002,0.00015873015873015868,SPY
monthly,logistic_regression,16,2020-01-16,2020-02-14,21,0.017557219703202787,-0.025285045211856927,-0.04284226491505971,-0.03078769403997239,-0.04764132587747871,4,17,0,4.0,0.0004,0.00016865079365079358,SPY
monthly,logistic_regression,17,2020-02-18,2020-03-13,19,-0.2877082849250382,-0.28785006539804336,-0.00014178047300517083,-0.29109763497346686,-0.29109763497346675,19,0,0,2.0,0.0002,0.0,SPY
monthly,logistic_regression,18,2020-03-16,2020-04-15,22,0.17048646007816837,-0.1730252210441604,-0.34351168112232877,-0.11289145285646984,-0.232863066552357,0,22,0,2.0,0.0002,0.00021825396825396817,SPY
monthly,logistic_regression,19,2020-04-16,2020-05-15,22,0.056968897597182266,0.036190314345891705,-0.02077858325129056,-0.04744643488121869,-0.04038756397681842,19,3,0,6.0,0.0006000000000000001,2.9761904761904762e-05,SPY
monthly,logistic_regression,20,2020-05-18,2020-06-15,20,0.06088150042818108,0.06088150042818108,0.0,-0.06989512189093683,-0.06989512189093683,20,0,0,0.0,0.0,0.0,SPY
monthly,logistic_regression,21,2020-06-16,2020-07-15,21,0.029529706837431613,-0.03902640261651613,-0.06855610945394774,-0.03845536685881368,-0.06908130005234481,2,19,0,2.0,0.0002,0.00018849206349206345,SPY
monthly,logistic_regression,22,2020-07-16,2020-08-14,22,0.05336793960946573,-0.04421690396122735,-0.09758484357069308,-0.018295338691271423,-0.0518074827747248,4,18,0,6.0,0.0006000000000000001,0.00017857142857142854,SPY
monthly,logistic_regression,23,2020-08-17,2020-09-15,21,0.002693257901583035,0.03795613748372695,0.03526287958214391,-0.06846512431099172,-0.02891007177371685,3,18,0,10.0,0.001,0.0001785714285714285,our_model
monthly,logistic_regression,24,2020-09-16,2020-10-15,22,0.02910163885299122,-0.07469810018622602,-0.10379973903921724,-0.03545884589452586,-0.09602188065539496,2,20,0,4.0,0.0004,0.00019841269841269836,SPY
monthly,logistic_regression,25,2020-10-16,2020-11-13,21,0.043997911414553004,0.0365183031679992,-0.007479608246553804,-0.0556425622365041,-0.03763094846304682,12,9,0,12.0,0.0012000000000000001,8.928571428571429e-05,SPY
monthly,logistic_regression,26,2020-11-16,2020-12-15,21,0.02096123241198966,0.0666908095339045,0.04572957712191483,-0.014884680595141253,-0.014884680595141031,16,5,0,10.0,0.001,4.96031746031746e-05,our_model
monthly,logistic_regression,27,2020-12-16,2021-01-15,21,0.027268637838710363,0.07765626080719934,0.050387622968488976,-0.01458304293363899,-0.007343976595271862,15,6,0,12.0,0.0012000000000000001,5.9523809523809524e-05,our_model
monthly,logistic_regression,28,2021-01-19,2021-02-12,19,0.03604919964687037,-0.03709881386964908,-0.07314801351651945,-0.03725409187091122,-0.05823841146374675,0,19,0,2.0,0.0002,0.00018849206349206345,SPY
monthly,logistic_regression,29,2021-02-16,2021-03-15,20,0.009202349907622365,-0.05370841226346079,-0.06291076217108316,-0.03998554992454151,-0.054664722357731454,12,8,0,4.0,0.0004,7.936507936507937e-05,SPY
monthly,logistic_regression,30,2021-03-16,2021-04-15,22,0.05737804330864149,-0.055643413509473105,-0.1130214568181146,-0.021322948584007406,-0.07222281004922049,0,22,0,0.0,0.0,0.00021825396825396817,SPY
monthly,logistic_regression,31,2021-04-16,2021-05-14,21,-0.004170263379477124,-0.008760359046394162,-0.004590095666917038,-0.03958580070389772,-0.03958580070389761,19,2,0,10.0,0.001,1.984126984126984e-05,SPY
monthly,logistic_regression,32,2021-05-17,2021-06-15,21,0.01585972225145782,-0.01002674960203287,-0.02588647185349069,-0.007407520958998992,-0.022848035978618064,2,19,0,8.0,0.0008,0.00018849206349206345,SPY
monthly,logistic_regression,33,2021-06-16,2021-07-15,21,0.02520951078257294,0.01780363110491212,-0.0074058796776608204,-0.013490381996013823,-0.0171674883145031,12,9,0,8.0,0.0008,8.928571428571429e-05,SPY
monthly,logistic_regression,34,2021-07-16,2021-08-13,21,0.036236141305560965,0.036236141305560965,0.0,-0.007777417790975516,-0.007777417790975516,21,0,0,0.0,0.0,0.0,SPY
monthly,logistic_regression,35,2021-08-16,2021-09-15,22,0.00044736989747029554,0.00044736989747029554,0.0,-0.01990325510029689,-0.01990325510029689,22,0,0,0.0,0.0,0.0,SPY
monthly,logistic_regression,36,2021-09-16,2021-10-15,22,0.0032484801044463385,-0.021647202626459583,-0.02489568273090592,-0.0343987205850631,-0.042175146535305186,3,19,0,6.0,0.0006000000000000001,0.0001884920634920634,SPY
monthly,logistic_regression,37,2021-10-18,2021-11-15,21,0.049397256437420545,0.0026882076113319275,-0.04670904882608862,-0.011323654683954909,-0.014561829244531532,15,6,0,4.0,0.0004,5.9523809523809524e-05,SPY
monthly,logistic_regression,38,2021-11-16,2021-12-15,21,-0.00603029420728074,0.023122152670105534,0.029152446877386273,-0.040938587164995655,-0.04439715751273854,17,4,0,6.0,0.0006000000000000001,3.968253968253968e-05,our_model
monthly,logistic_regression,39,2021-12-16,2022-01-14,21,-0.017914619625801653,0.030072174068642266,0.04798679369444392,-0.04442020013616832,-0.031317018071649994,2,19,0,6.0,0.0006000000000000001,0.00018849206349206345,our_model
monthly,logistic_regression,40,2022-01-18,2022-02-15,21,-0.021665326064120416,-0.0254692570655759,-0.003803931001455485,-0.045401214154820235,-0.06708967951139466,7,14,0,14.0,0.0014000000000000002,0.00013888888888888886,SPY
monthly,logistic_regression,41,2022-02-16,2022-03-15,19,-0.024585702927350184,0.05561532696844784,0.08020102989579803,-0.04941892633176037,-0.044855408044304435,15,4,0,8.0,0.0008,3.968253968253968e-05,our_model
monthly,logistic_regression,42,2022-03-16,2022-04-14,22,0.008517947178080743,-0.07611513822776339,-0.08463308540584413,-0.051478780413171665,-0.08699701606776356,11,11,0,10.0,0.001,0.00010912698412698413,SPY
monthly,logistic_regression,43,2022-04-18,2022-05-13,20,-0.08648995109652236,0.03459353818011435,0.1210834892766367,-0.11841611320451728,-0.05207430219139475,15,5,0,6.0,0.0006000000000000001,4.96031746031746e-05,our_model
monthly,logistic_regression,44,2022-05-16,2022-06-15,22,-0.08358116657044246,0.08131488565426426,0.1648960522247067,-0.121564915787581,-0.06881598061527128,0,22,0,2.0,0.0002,0.00021825396825396817,our_model
